instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,sum_check
408,2012-02-12,Spring,1,2,No Holiday,0,0,1,5.2275,5.0828999999999995,46.4583,27.417204,73,1456,7.332369205929062,1529
409,2012-02-13,Spring,1,2,No Holiday,1,1,1,9.1225,11.39565,41.125,11.207961,94,3328,8.137980454452139,3422
410,2012-02-14,Spring,1,2,No Holiday,2,1,2,13.085847,16.697300000000002,50.875,9.458993,135,3787,8.274357006756292,3922
411,2012-02-15,Spring,1,2,No Holiday,3,1,1,14.281653,17.58145,53.125,12.167200000000001,141,4028,8.335431477880796,4169
412,2012-02-16,Spring,1,2,No Holiday,4,1,2,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74,2931,8.008032846969307,3005
413,2012-02-17,Spring,1,2,No Holiday,5,1,1,14.076653,17.58145,63.4583,13.791682,349,3805,8.331827004436057,4154
414,2012-02-18,Spring,1,2,No Holiday,6,0,1,14.213347,17.77125,53.4583,12.792243,1435,2883,8.370547611074752,4318
415,2012-02-19,Spring,1,2,No Holiday,0,0,2,11.48,13.2894,51.5833,16.958504,618,2071,7.896924656268864,2689
416,2012-02-20,Spring,1,2,Holiday,1,0,1,11.48,13.66955,50.7826,15.348561,502,2627,8.048468743668883,3129
417,2012-02-21,Spring,1,2,No Holiday,2,1,1,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163,3614,8.236685322712457,3777
418,2012-02-22,Spring,1,2,No Holiday,3,1,1,16.229153,19.63335,56.7917,15.709557,394,4379,8.470730317005897,4773
419,2012-02-23,Spring,1,2,No Holiday,4,1,1,18.620846999999998,22.2223,55.45830000000001,12.791171,516,4546,8.529516941105069,5062
420,2012-02-24,Spring,1,2,No Holiday,5,1,2,16.7075,20.54855,73.75,15.916989,246,3241,8.156797046675651,3487
421,2012-02-25,Spring,1,2,No Holiday,6,0,1,11.924153,12.78375,39.5833,28.250014,317,2415,7.912789220690681,2732
422,2012-02-26,Spring,1,2,No Holiday,0,0,1,11.445847,13.4154,41.0,13.750342999999999,515,2874,8.128290171607052,3389
423,2012-02-27,Spring,1,2,No Holiday,1,1,1,15.033347000000001,17.8977,49.0833,17.958211000000002,253,4069,8.371473537066832,4322
424,2012-02-28,Spring,1,2,No Holiday,2,1,1,14.725847,17.67625,39.5833,12.958939,229,4134,8.38091517312361,4363
425,2012-02-29,Spring,1,2,No Holiday,3,1,2,14.118267999999999,17.4235,80.4783,12.000839,65,1769,7.51425465281641,1834
426,2012-03-01,Spring,1,3,No Holiday,4,1,1,19.919153,23.768549999999998,61.5417,15.208129,325,4665,8.515191188745565,4990
427,2012-03-02,Spring,1,3,No Holiday,5,1,2,14.486653,17.9921,65.7083,9.708568,246,2948,8.069029328774958,3194
428,2012-03-03,Spring,1,3,No Holiday,6,0,2,16.980847,20.6746,62.125,10.792293,956,3110,8.310414994188292,4066
429,2012-03-04,Spring,1,3,No Holiday,0,0,1,13.359153,15.15105,40.3333,22.416257,710,2713,8.138272638530186,3423
430,2012-03-05,Spring,1,3,No Holiday,1,1,1,9.976652999999999,12.05855,50.625,15.333486,203,3130,8.11162807830774,3333
431,2012-03-06,Spring,1,3,No Holiday,2,1,1,10.591652999999999,12.752099999999999,45.6667,13.458625,221,3735,8.282988692742602,3956
432,2012-03-07,Spring,1,3,No Holiday,3,1,1,16.570847,19.255,51.3333,23.167193,432,4484,8.500250470685925,4916
433,2012-03-08,Spring,1,3,No Holiday,4,1,1,21.627499999999998,26.230199999999996,56.75,29.584721,486,4896,8.590815331286851,5382
434,2012-03-09,Spring,1,3,No Holiday,5,1,2,16.844153,19.85415,40.708299999999994,27.7916,447,4122,8.427049641563272,4569
435,2012-03-10,Spring,1,3,No Holiday,6,0,1,11.7875,13.888349999999999,35.0417,15.125250000000001,968,3150,8.323122887587735,4118
436,2012-03-11,Spring,1,3,No Holiday,0,0,1,14.831299,17.9835,47.6957,14.913329000000001,1658,3253,8.499232866039245,4911
437,2012-03-12,Spring,1,3,No Holiday,1,1,1,19.133347,22.9796,48.9167,13.916771,838,4460,8.575084669832014,5298
438,2012-03-13,Spring,1,3,No Holiday,2,1,1,23.165,27.14645,61.75000000000001,15.87565,762,5085,8.67368398817567,5847
439,2012-03-14,Spring,1,3,No Holiday,3,1,1,23.4725,27.43085,50.708299999999994,7.709154,997,5315,8.750207862525711,6312
440,2012-03-15,Spring,1,3,No Holiday,4,1,1,22.857499999999998,26.64125,57.958299999999994,10.042161,1005,5187,8.731013415269564,6192
441,2012-03-16,Spring,1,3,No Holiday,5,1,2,17.869153,21.81145,84.20830000000001,7.583864,548,3830,8.384347278082808,4378
442,2012-03-17,Spring,1,3,No Holiday,6,0,2,21.080847000000002,25.252299999999998,75.5833,7.417168,3155,4681,8.966483779064431,7836
443,2012-03-18,Spring,1,3,No Holiday,0,0,2,19.3725,23.200000000000003,81.0,8.501161,2207,3685,8.681350777582521,5892
444,2012-03-19,Spring,1,3,No Holiday,1,1,1,22.345000000000002,26.64105,72.875,10.875238999999999,982,5171,8.724695046740491,6153
445,2012-03-20,Spring,1,3,No Holiday,2,1,1,22.994153,26.926650000000002,80.7917,8.125157,1051,5042,8.714895850248494,6093
446,2012-03-21,Summer,1,3,No Holiday,3,1,2,21.798347,25.6629,82.125,6.000406099999999,1122,5108,8.737131611781498,6230
447,2012-03-22,Summer,1,3,No Holiday,4,1,1,22.720847,26.57835,83.125,7.876654,1334,5537,8.835064935031076,6871
448,2012-03-23,Summer,1,3,No Holiday,5,1,2,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,2469,5893,9.03145291191651,8362
449,2012-03-24,Summer,1,3,No Holiday,6,0,2,20.6025,24.336650000000002,88.5417,12.916461,1033,2339,8.123261319121745,3372
450,2012-03-25,Summer,1,3,No Holiday,0,0,2,17.9375,21.874399999999998,88.0833,14.791924999999999,1532,3464,8.516392871245468,4996
451,2012-03-26,Summer,1,3,No Holiday,1,1,1,18.279153,21.9375,47.7917,25.917007,795,4763,8.62299361030245,5558
452,2012-03-27,Summer,1,3,No Holiday,2,1,1,13.256653,15.7827,28.999999999999996,12.541864,531,4571,8.537387898701757,5102
453,2012-03-28,Summer,1,3,No Holiday,3,1,1,19.850847,23.5475,48.125,19.541957,674,5024,8.647870515057853,5698
454,2012-03-29,Summer,1,3,No Holiday,4,1,1,20.260847000000002,24.1152,43.9167,21.41655,834,5299,8.721439305625983,6133
455,2012-03-30,Summer,1,3,No Holiday,5,1,2,15.17,18.78105,58.0833,9.250489,796,4663,8.605020901781758,5459
456,2012-03-31,Summer,1,3,No Holiday,6,0,2,17.390847,21.0854,73.83330000000001,16.791338999999997,2301,3934,8.737933858114136,6235
457,2012-04-01,Summer,1,4,No Holiday,0,0,2,17.459153,20.86435,67.625,11.541889,2347,3694,8.706324840138741,6041
458,2012-04-02,Summer,1,4,No Holiday,1,1,1,17.790433,21.37565,50.4348,20.913313,1208,4728,8.688790784847216,5936
459,2012-04-03,Summer,1,4,No Holiday,2,1,1,19.133347,23.07415,39.6667,6.708911,1348,5424,8.820551743253025,6772
460,2012-04-04,Summer,1,4,No Holiday,3,1,1,22.208347,26.6725,46.958299999999994,12.125325,1058,5378,8.769662508112274,6436
461,2012-04-05,Summer,1,4,No Holiday,4,1,1,17.835,21.55815,37.416700000000006,14.708443,1192,5265,8.772920092626467,6457
462,2012-04-06,Summer,1,4,No Holiday,5,1,1,16.536653,19.538349999999998,37.7083,20.125996,1807,4653,8.773384596776648,6460
463,2012-04-07,Summer,1,4,No Holiday,6,0,1,17.9375,21.306449999999998,25.4167,18.416356999999998,3252,3605,8.833025307284364,6857
464,2012-04-08,Summer,1,4,No Holiday,0,0,1,20.5,24.62125,27.5833,15.583931999999999,2230,2939,8.550434525196039,5169
465,2012-04-09,Summer,1,4,No Holiday,1,1,1,20.055847,23.8319,31.75,23.999132,905,4680,8.6278397115033,5585
466,2012-04-10,Summer,1,4,No Holiday,2,1,1,18.313347,21.81165,43.5,16.708125000000003,819,5099,8.685753832960154,5918
467,2012-04-11,Summer,1,4,No Holiday,3,1,1,14.296536,16.8637,46.9565,19.783358,482,4380,8.48920515487607,4862
468,2012-04-12,Summer,1,4,No Holiday,4,1,1,16.2975,19.3802,46.625,19.458743,663,4746,8.595819511871428,5409
469,2012-04-13,Summer,1,4,No Holiday,5,1,1,18.142500000000002,21.590400000000002,40.8333,10.416557,1252,5146,8.763740720509464,6398
470,2012-04-14,Summer,1,4,No Holiday,6,0,1,20.294999999999998,24.3998,50.29169999999999,12.791439,2795,4665,8.917310693197807,7460
471,2012-04-15,Summer,1,4,No Holiday,0,0,1,24.873347,28.69375,50.79169999999999,15.083643,2846,4286,8.872346978983032,7132
472,2012-04-16,Summer,1,4,Holiday,1,0,1,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198,5172,8.759354748566208,6370
473,2012-04-17,Summer,1,4,No Holiday,2,1,1,24.941653000000002,29.92435,39.0417,18.333143,989,5702,8.808518618782816,6691
474,2012-04-18,Summer,1,4,No Holiday,3,1,2,18.996653,22.8519,56.9167,11.250104,347,4020,8.381831553485561,4367
475,2012-04-19,Summer,1,4,No Holiday,4,1,1,20.431653,24.6523,61.25000000000001,4.417256399999999,846,5719,8.789507786736896,6565
476,2012-04-20,Summer,1,4,No Holiday,5,1,1,21.593347,25.78875,69.4583,10.041357,1340,5950,8.894258825002703,7290
477,2012-04-21,Summer,1,4,No Holiday,6,0,1,23.369999999999997,27.14605,68.2917,19.000328999999997,2541,4083,8.798454696065095,6624
478,2012-04-22,Summer,1,4,No Holiday,0,0,3,16.263347,19.4752,83.54169999999999,23.084582,120,907,6.934397209928558,1027
479,2012-04-23,Summer,1,4,No Holiday,1,1,2,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,195,3019,8.075271546297458,3214
480,2012-04-24,Summer,1,4,No Holiday,2,1,1,16.946653,20.26415,45.4167,16.708661,518,5115,8.636397438894713,5633
481,2012-04-25,Summer,1,4,No Holiday,3,1,1,19.543347,23.51585,42.7917,7.959064,655,5541,8.73165920153676,6196
482,2012-04-26,Summer,1,4,No Holiday,4,1,2,20.431653,24.17915,75.66669999999999,11.833875,475,4551,8.522379718103538,5026
483,2012-04-27,Summer,1,4,No Holiday,5,1,1,18.7575,22.63185,40.0833,23.291411,1014,5219,8.73761303680885,6233
484,2012-04-28,Summer,1,4,No Holiday,6,0,2,15.443347,18.8752,48.9583,8.708325,1120,3100,8.347590407030058,4220
485,2012-04-29,Summer,1,4,No Holiday,0,0,1,18.791653,22.50605,58.7083,7.8328359999999995,2229,4075,8.748939631537715,6304
486,2012-04-30,Summer,1,4,No Holiday,1,1,2,19.030847,22.8848,56.99999999999999,11.499746,665,4907,8.625509334899697,5572
487,2012-05-01,Summer,1,5,No Holiday,2,1,2,25.146653,28.85105,65.95830000000001,10.458432,653,5087,8.655214489313613,5740
488,2012-05-02,Summer,1,5,No Holiday,3,1,1,23.130847,26.894800000000004,79.7083,9.249885999999998,667,5502,8.72729202920964,6169
489,2012-05-03,Summer,1,5,No Holiday,4,1,2,22.96,26.862099999999998,76.83330000000001,8.957632,764,5657,8.76732914779405,6421
490,2012-05-04,Summer,1,5,No Holiday,5,1,1,25.7275,29.54585,73.54169999999999,10.916846,1069,5227,8.74766979009724,6296
491,2012-05-05,Summer,1,5,No Holiday,6,0,2,25.488346999999997,29.2304,75.66669999999999,10.250464,2496,4387,8.836809882398365,6883
492,2012-05-06,Summer,1,5,No Holiday,0,0,2,23.0625,27.336850000000002,74.0,10.041893,2135,4224,8.757626411267408,6359
493,2012-05-07,Summer,1,5,No Holiday,1,1,2,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,1008,5265,8.744009988096744,6273
494,2012-05-08,Summer,1,5,No Holiday,2,1,2,23.848347,27.87355,68.58330000000001,19.833942999999998,738,4990,8.653121708640482,5728
495,2012-05-09,Summer,1,5,No Holiday,3,1,2,23.575,27.65125,74.4167,14.499604,620,4097,8.458928283284262,4717
496,2012-05-10,Summer,1,5,No Holiday,4,1,1,20.739152999999998,24.58915,55.2083,21.042220999999998,1026,5546,8.790573479157159,6572
497,2012-05-11,Summer,1,5,No Holiday,5,1,1,21.866653,26.04165,36.0417,15.874779,1319,5711,8.857941984804711,7030
498,2012-05-12,Summer,1,5,No Holiday,6,0,1,23.130847,27.24085,48.0417,8.249911,2622,4807,8.913146539151807,7429
499,2012-05-13,Summer,1,5,No Holiday,0,0,1,25.1125,29.2619,57.62500000000001,15.082839,2172,3946,8.718990524710849,6118
500,2012-05-14,Summer,1,5,No Holiday,1,1,2,23.506653,27.495000000000005,78.95830000000001,14.250364,342,2501,7.952615111651,2843
501,2012-05-15,Summer,1,5,No Holiday,2,1,2,25.078346999999997,28.8202,79.45830000000001,9.875264,625,4490,8.539932678385727,5115
502,2012-05-16,Summer,1,5,No Holiday,3,1,1,26.103347,29.798750000000002,69.7917,8.208304,991,6433,8.912473274466036,7424
503,2012-05-17,Summer,1,5,No Holiday,4,1,1,24.326653,28.630650000000003,52.0,15.374825000000001,1242,6142,8.907070776182689,7384
504,2012-05-18,Summer,1,5,No Holiday,5,1,1,23.130847,27.55605,52.33330000000001,9.166739,1521,6118,8.94102198354136,7639
505,2012-05-19,Summer,1,5,No Holiday,6,0,1,24.599999999999998,28.345399999999998,45.625,5.626325,3410,4884,9.023287640806327,8294
506,2012-05-20,Summer,1,5,No Holiday,0,0,1,25.454152999999998,29.19835,53.041700000000006,17.042589,2704,4425,8.871926251117628,7129
507,2012-05-21,Summer,1,5,No Holiday,1,1,2,24.531653,28.283350000000002,81.125,15.624668,630,3729,8.379997952238393,4359
508,2012-05-22,Summer,1,5,No Holiday,2,1,2,25.215,29.04125,76.5833,7.917189,819,5254,8.711607995897575,6073
509,2012-05-23,Summer,1,5,No Holiday,3,1,2,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766,4494,8.567886305731756,5260
510,2012-05-24,Summer,1,5,No Holiday,4,1,1,26.855,30.335,71.6667,11.584031999999999,1059,5711,8.820256365906321,6770
511,2012-05-25,Summer,1,5,No Holiday,5,1,1,27.880000000000003,31.37645,74.70830000000001,9.41685,1417,5317,8.814924599721019,6734
512,2012-05-26,Summer,1,5,No Holiday,6,0,1,28.392500000000002,32.134800000000006,73.25,13.332464,2855,3681,8.785080636539838,6536
513,2012-05-27,Summer,1,5,No Holiday,0,0,1,28.29,32.07125,69.7083,14.416457,3283,3308,8.79346036105272,6591
514,2012-05-28,Summer,1,5,Holiday,1,0,1,29.212500000000002,33.965,67.625,13.166907,2557,3486,8.706655856361559,6043
515,2012-05-29,Summer,1,5,No Holiday,2,1,1,29.622500000000002,33.6496,68.45830000000001,19.7918,880,4863,8.655737000864297,5743
516,2012-05-30,Summer,1,5,No Holiday,3,1,2,26.923347,30.55645,67.0,9.000043,745,6110,8.832733591996416,6855
517,2012-05-31,Summer,1,5,No Holiday,4,1,1,27.880000000000003,31.566450000000003,49.2917,13.083693,1100,6238,8.900821604915228,7338
518,2012-06-01,Summer,1,6,No Holiday,5,1,2,26.820847,30.3981,75.5417,15.916720999999999,533,3594,8.325306029752582,4127
519,2012-06-02,Summer,1,6,No Holiday,6,0,1,23.916653,28.3144,54.9167,12.499654,2795,5325,9.002085433155724,8120
520,2012-06-03,Summer,1,6,No Holiday,0,0,1,24.7025,28.75665,49.3333,12.333829,2494,5147,8.941283763647567,7641
521,2012-06-04,Summer,1,6,No Holiday,1,1,1,24.497500000000002,28.91415,48.7083,19.083811,1071,5927,8.853379672927634,6998
522,2012-06-05,Summer,1,6,No Holiday,2,1,2,22.174153,26.294600000000003,61.3333,14.041525,968,6033,8.853808274977197,7001
523,2012-06-06,Summer,1,6,No Holiday,3,1,1,22.720847,27.1146,61.12499999999999,5.167375,1027,6028,8.861491864286915,7055
524,2012-06-07,Summer,1,6,No Holiday,4,1,1,24.7025,28.4721,56.7083,10.542449999999999,1038,6456,8.921857979353632,7494
525,2012-06-08,Summer,1,6,No Holiday,5,1,1,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488,6248,8.95364003713313,7736
526,2012-06-09,Summer,1,6,No Holiday,6,0,1,29.144153000000003,32.418350000000004,43.7083,9.667229,2708,4790,8.922391597295857,7498
527,2012-06-10,Summer,1,6,No Holiday,0,0,1,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224,4374,8.794521851788527,6598
528,2012-06-11,Summer,1,6,No Holiday,1,1,2,29.554153,32.98605,58.791700000000006,13.916771,1017,5647,8.804475183846678,6664
529,2012-06-12,Summer,1,6,No Holiday,2,1,2,26.786653,29.89375,83.3333,14.374581999999998,477,4495,8.511577452630602,4972
530,2012-06-13,Summer,1,6,No Holiday,3,1,1,26.889153,30.55585,58.2083,22.999693,1173,6248,8.912069097970134,7421
531,2012-06-14,Summer,1,6,No Holiday,4,1,1,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,1180,6183,8.904222737368716,7363
532,2012-06-15,Summer,1,6,No Holiday,5,1,1,26.205847000000002,29.9877,58.958299999999994,11.833339,1563,6102,8.944419791305915,7665
533,2012-06-16,Summer,1,6,No Holiday,6,0,1,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,2963,4739,8.949235314374855,7702
534,2012-06-17,Summer,1,6,No Holiday,0,0,1,24.2925,28.59875,59.875,9.708568,2634,4344,8.85051762174672,6978
535,2012-06-18,Summer,1,6,No Holiday,1,1,2,23.301652999999998,27.2421,77.79169999999999,11.707982000000001,653,4446,8.536799721055155,5099
536,2012-06-19,Summer,1,6,No Holiday,2,1,1,28.221653,32.7346,69.0,9.917139,968,5857,8.82834762005316,6825
537,2012-06-20,Summer,1,6,No Holiday,3,1,1,32.082499999999996,36.04875,59.2083,7.625404,872,5339,8.734077192559303,6211
538,2012-06-21,Autumn,1,6,No Holiday,4,1,1,33.039153,37.6271,56.7917,7.958729,778,5127,8.683554728631462,5905
539,2012-06-22,Autumn,1,6,No Holiday,5,1,1,31.877499999999998,36.20605,57.375,12.250414000000001,964,4859,8.66957087183712,5823
540,2012-06-23,Autumn,1,6,No Holiday,6,0,1,29.998347,32.6396,53.4583,12.041307,2657,4801,8.917042560738766,7458
541,2012-06-24,Autumn,1,6,No Holiday,0,0,1,30.476653000000002,33.7127,47.9167,9.750174999999999,2551,4340,8.837971491357209,6891
542,2012-06-25,Autumn,1,6,No Holiday,1,1,1,29.349153,32.7021,50.416700000000006,20.125661,1139,5640,8.821584877430965,6779
543,2012-06-26,Autumn,1,6,No Holiday,2,1,1,25.864152999999998,29.7352,37.3333,23.292014,1077,6365,8.914894908906568,7442
544,2012-06-27,Autumn,1,6,No Holiday,3,1,1,28.5975,32.0396,36.0,18.208925,1077,6258,8.900412690577083,7335
545,2012-06-28,Autumn,1,6,No Holiday,4,1,1,30.715847,33.7756,42.25,11.50055,921,5958,8.836228571526014,6879
546,2012-06-29,Autumn,1,6,No Holiday,5,1,1,34.200847,39.33065,48.875,11.082939000000001,829,4634,8.605753368395717,5463
547,2012-06-30,Autumn,1,6,No Holiday,6,0,1,31.365000000000002,34.3754,60.12499999999999,10.791756999999999,1455,4232,8.645938147306799,5687
548,2012-07-01,Autumn,1,7,No Holiday,0,0,1,33.449153,37.53145,51.87500000000001,11.291443000000001,1421,4110,8.618123909994678,5531
549,2012-07-02,Autumn,1,7,No Holiday,1,1,1,32.048347,35.1019,44.7083,13.082889,904,5323,8.736649954872451,6227
550,2012-07-03,Autumn,1,7,No Holiday,2,1,1,32.014153,35.1325,49.2083,8.457878999999998,1052,5608,8.803874763534434,6660
551,2012-07-04,Autumn,1,7,Holiday,3,0,1,32.355847,36.61685,53.87499999999999,9.041649999999999,2562,4841,8.909640602443098,7403
552,2012-07-05,Autumn,1,7,No Holiday,4,1,1,33.9275,38.06835,45.7917,12.999943,1405,4836,8.738895704934043,6241
553,2012-07-06,Autumn,1,7,No Holiday,5,1,1,33.961653,37.62665,45.0833,9.791514,1366,4841,8.733432966413652,6207
554,2012-07-07,Autumn,1,7,No Holiday,6,0,1,35.328347,40.24565,49.2083,10.958118,1448,3392,8.484669999710677,4840
555,2012-07-08,Autumn,1,7,No Holiday,0,0,1,33.722500000000004,39.5198,57.375,8.417143,1203,3469,8.449342524508063,4672
556,2012-07-09,Autumn,1,7,No Holiday,1,1,2,29.144153000000003,32.7027,68.3333,12.125325,998,5571,8.790116892892472,6569
557,2012-07-10,Autumn,1,7,No Holiday,2,1,2,29.554153,33.2398,66.75,10.166379000000001,954,5336,8.746716349694486,6290
558,2012-07-11,Autumn,1,7,No Holiday,3,1,1,29.383347,32.51355,63.3333,10.166111,975,6289,8.890685920281129,7264
559,2012-07-12,Autumn,1,7,No Holiday,4,1,1,29.349153,32.73415,52.9583,9.833924999999999,1032,6414,8.915432254432663,7446
560,2012-07-13,Autumn,1,7,No Holiday,5,1,2,29.998347,33.39665,48.5833,5.41695,1511,5988,8.92252495730139,7499
561,2012-07-14,Autumn,1,7,No Holiday,6,0,2,28.836653,33.3021,69.91669999999999,9.626493,2355,4614,8.84922702143852,6969
562,2012-07-15,Autumn,1,7,No Holiday,0,0,1,30.579152999999998,35.259800000000006,71.7917,11.166689,1920,4111,8.704668113450987,6031
563,2012-07-16,Autumn,1,7,No Holiday,1,1,1,31.296653000000003,36.206250000000004,64.5,11.000529,1088,5742,8.829079952564836,6830
564,2012-07-17,Autumn,1,7,No Holiday,2,1,1,33.551653,37.78415,50.583299999999994,7.666743,921,5865,8.822616945344176,6786
565,2012-07-18,Autumn,1,7,No Holiday,3,1,1,32.526652999999996,37.27915,57.7083,9.208614,799,4914,8.650499558724462,5713
566,2012-07-19,Autumn,1,7,No Holiday,4,1,1,31.57,35.7321,60.0417,11.083743,888,5703,8.79346036105272,6591
567,2012-07-20,Autumn,1,7,No Holiday,5,1,2,27.299153,30.65125,84.4167,14.000789000000001,747,5123,8.677609912822142,5870
568,2012-07-21,Autumn,1,7,No Holiday,6,0,3,24.429153,27.495599999999996,86.5417,14.2911,1264,3195,8.402679804627477,4459
569,2012-07-22,Autumn,1,7,No Holiday,0,0,2,27.3675,31.156250000000004,76.25,6.2926936,2544,4866,8.910585718290132,7410
570,2012-07-23,Autumn,1,7,No Holiday,1,1,1,30.408347,34.50085,69.41669999999999,9.291761,1135,5831,8.848796450925947,6966
571,2012-07-24,Autumn,1,7,No Holiday,2,1,1,30.784153,35.3225,65.5,14.167418,1140,6452,8.934850340289763,7592
572,2012-07-25,Autumn,1,7,No Holiday,3,1,1,29.690847,32.7027,45.0,11.0416,1383,6790,9.00859131751613,8173
573,2012-07-26,Autumn,1,7,No Holiday,4,1,1,31.843347,36.96315,59.66669999999999,19.082470999999998,1036,5825,8.833608482690892,6861
574,2012-07-27,Autumn,1,7,No Holiday,5,1,1,32.048347,36.71085,59.458299999999994,10.250464,1259,5645,8.839856232763264,6904
575,2012-07-28,Autumn,1,7,No Holiday,6,0,1,30.989152999999998,34.8802,61.3333,10.542449999999999,2234,4451,8.807621489536043,6685
576,2012-07-29,Autumn,1,7,No Holiday,0,0,1,29.588347,33.39665,62.375,11.416532,2153,4444,8.794370279222871,6597
577,2012-07-30,Autumn,1,7,No Holiday,1,1,1,29.964153,34.24935,66.875,10.292339,1040,6065,8.868554040531201,7105
578,2012-07-31,Autumn,1,7,No Holiday,2,1,1,29.246653,33.144800000000004,70.41669999999999,11.083475,968,6248,8.88405606174246,7216
579,2012-08-01,Autumn,1,8,No Holiday,3,1,1,29.4175,33.3654,67.75,9.458993,1074,6506,8.933268478636418,7580
580,2012-08-02,Autumn,1,8,No Holiday,4,1,1,30.8525,35.354400000000005,65.95830000000001,8.666718,983,6278,8.890272839380247,7261
581,2012-08-03,Autumn,1,8,No Holiday,5,1,2,31.399153,36.143350000000005,64.25,14.458064,1328,5847,8.878358040627822,7175
582,2012-08-04,Autumn,1,8,No Holiday,6,0,1,32.526652999999996,37.56335,61.3333,17.249686,2345,4479,8.828201089171515,6824
583,2012-08-05,Autumn,1,8,No Holiday,0,0,1,31.535847,36.55395,65.25,19.458206999999998,1707,3757,8.605936401250625,5464
584,2012-08-06,Autumn,1,8,No Holiday,1,1,2,30.8525,35.5123,65.4167,8.666718,1233,5780,8.85552084853691,7013
585,2012-08-07,Autumn,1,8,No Holiday,2,1,2,30.169152999999998,34.88105,70.375,7.8328359999999995,1278,5995,8.89192414015454,7273
586,2012-08-08,Autumn,1,8,No Holiday,3,1,2,30.75,35.385850000000005,67.29169999999999,7.4169,1263,6271,8.927181388251986,7534
587,2012-08-09,Autumn,1,8,No Holiday,4,1,1,30.989152999999998,34.9754,62.0417,10.458699999999999,1196,6090,8.89370997756851,7286
588,2012-08-10,Autumn,1,8,No Holiday,5,1,2,29.349153,33.3971,71.58330000000001,16.000471,1065,4721,8.66319648553608,5786
589,2012-08-11,Autumn,1,8,No Holiday,6,0,2,28.392500000000002,31.91335,73.2917,13.834093,2247,4052,8.74814616962193,6299
590,2012-08-12,Autumn,1,8,No Holiday,0,0,1,28.734153000000003,32.22895,53.041700000000006,8.208304,2182,4362,8.786303878282583,6544
591,2012-08-13,Autumn,1,8,No Holiday,1,1,1,29.554153,33.112700000000004,54.541700000000006,9.126204,1207,5676,8.836809882398365,6883
592,2012-08-14,Autumn,1,8,No Holiday,2,1,1,29.793346999999997,33.838950000000004,68.6667,11.333586,1128,5656,8.822322177471738,6784
593,2012-08-15,Autumn,1,8,No Holiday,3,1,1,28.973347,32.70185,61.9583,11.374657000000001,1198,6149,8.902047345620277,7347
594,2012-08-16,Autumn,1,8,No Holiday,4,1,1,29.485847,32.7344,51.916700000000006,9.500332,1338,6267,8.936561204693394,7605
595,2012-08-17,Autumn,1,8,No Holiday,5,1,1,29.656653,12.120000000000001,57.0833,15.500718,1483,5665,8.87458787627932,7148
596,2012-08-18,Autumn,1,8,No Holiday,6,0,1,27.811653,30.903550000000003,60.3333,11.917089,2827,5038,8.970177815492379,7865
597,2012-08-19,Autumn,1,8,No Holiday,0,0,2,26.069153,30.1777,71.1667,5.79215,1208,3341,8.422662707570003,4549
598,2012-08-20,Autumn,1,8,No Holiday,1,1,2,26.069153,29.798350000000003,73.4167,8.708593,1026,5504,8.784162222270476,6530
599,2012-08-21,Autumn,1,8,No Holiday,2,1,1,26.615847000000002,30.051250000000003,67.375,4.8756436,1081,5925,8.854522203757432,7006
600,2012-08-22,Autumn,1,8,No Holiday,3,1,1,27.3675,31.0927,67.7083,4.708981100000001,1094,6281,8.905851181208021,7375
601,2012-08-23,Autumn,1,8,No Holiday,4,1,1,28.529153,31.8504,63.5833,5.6679186,1363,6402,8.957381735582787,7765
602,2012-08-24,Autumn,1,8,No Holiday,5,1,2,28.802500000000002,32.355000000000004,61.5,4.8337686,1325,6257,8.93353229607628,7582
603,2012-08-25,Autumn,1,8,No Holiday,6,0,2,27.128347,30.934800000000003,71.2917,16.375336,1829,4224,8.708309295891688,6053
604,2012-08-26,Autumn,1,8,No Holiday,0,0,2,26.786653,29.799799999999998,84.5833,15.333486,1483,3772,8.566935283311052,5255
605,2012-08-27,Autumn,1,8,No Holiday,1,1,1,28.836653,32.7344,73.04169999999999,8.625110999999999,989,5928,8.841737428600585,6917
606,2012-08-28,Autumn,1,8,No Holiday,2,1,1,29.861653,33.3025,62.0,12.791975,935,6105,8.859363449152088,7040
607,2012-08-29,Autumn,1,8,No Holiday,3,1,1,28.085,31.786649999999998,55.2083,7.541653999999999,1177,6520,8.948585921534317,7697
608,2012-08-30,Autumn,1,8,No Holiday,4,1,1,28.973347,32.63895,59.0417,5.1668189,1172,6541,8.950662495933999,7713
609,2012-08-31,Autumn,1,8,No Holiday,5,1,1,31.330847000000002,34.47,58.75,11.291711,1433,5917,8.902455592206882,7350
